time, deviceID, val1, val2
2025-08-04T15:15:01Z, sensor2, 66, 38.44
2025-08-04T15:02:24Z, sensor1, 42, 12.28
2025-08-04T11:54:19Z, sensor3, 71, 79.58
2025-08-04T11:33:59Z, sensor1, 30, 9.48
2025-08-04T12:05:04Z, sensor2, 65, 25.12
2025-08-04T12:23:42Z, sensor3, 85, 92.34
2025-08-04T17:03:06Z, sensor2, 65, 32.57
2025-08-04T12:44:01Z, sensor3, 95, 79.43
2025-08-04T17:18:34Z, sensor2, 77, 39.63
2025-08-04T16:11:40Z, sensor1, 16, 13.47
2025-08-04T14:11:28Z, sensor3, 93, 93.34
2025-08-04T14:12:19Z, sensor1, 23, 15.84
2025-08-04T16:41:46Z, sensor3, 90, 97.17
2025-08-04T17:34:33Z, sensor1, 6, 0.68
2025-08-04T13:11:19Z, sensor2, 52, 39.73
2025-08-04T14:47:31Z, sensor3, 98, 79.2
2025-08-04T10:05:07Z, sensor1, 24, 4.76
2025-08-04T14:35:57Z, sensor3, 74, 95.08
2025-08-04T16:05:52Z, sensor2, 75, 62.0
2025-08-04T12:18:58Z, sensor1, 1, 8.56
2025-08-04T16:01:52Z, sensor1, 1, 3.77
2025-08-04T12:45:21Z, sensor2, 56, 49.07
2025-08-04T15:08:03Z, sensor3, 100, 94.11
2025-08-04T15:50:27Z, sensor3, 100, 74.24
2025-08-04T17:29:33Z, sensor3, 85, 95.89
2025-08-04T13:14:53Z, sensor2, 53, 21.33
2025-08-04T17:27:13Z, sensor2, 78, 40.91
2025-08-04T17:33:24Z, sensor1, 11, 24.37
2025-08-04T10:03:25Z, sensor2, 56, 43.3
2025-08-04T10:57:18Z, sensor1, 43, 4.01
2025-08-04T10:26:01Z, sensor2, 42, 53.57
2025-08-04T10:08:34Z, sensor1, 7, 18.17
2025-08-04T16:24:50Z, sensor1, 46, 3.13
2025-08-04T12:41:18Z, sensor3, 92, 96.91
2025-08-04T14:32:45Z, sensor3, 81, 72.34
2025-08-04T14:22:28Z, sensor2, 50, 67.39
2025-08-04T14:39:31Z, sensor2, 79, 46.29
2025-08-04T13:35:59Z, sensor3, 79, 83.09
2025-08-04T17:33:25Z, sensor2, 62, 24.97
2025-08-04T16:12:37Z, sensor1, 47, 6.95
2025-08-04T15:35:34Z, sensor3, 98, 93.09
2025-08-04T16:44:54Z, sensor2, 49, 41.92
2025-08-04T17:13:24Z, sensor1, 17, 8.75
2025-08-04T11:20:46Z, sensor3, 77, 93.65
2025-08-04T13:13:25Z, sensor2, 50, 66.07
2025-08-04T14:11:47Z, sensor2, 66, 44.96
2025-08-04T12:30:58Z, sensor1, 49, 17.08
2025-08-04T15:12:38Z, sensor2, 54, 22.26
2025-08-04T16:56:16Z, sensor3, 90, 93.15
2025-08-04T17:00:47Z, sensor3, 97, 71.17
2025-08-04T15:33:14Z, sensor3, 99, 72.72
2025-08-04T14:15:13Z, sensor1, 21, 0.96
2025-08-04T17:11:34Z, sensor3, 86, 85.97
2025-08-04T11:11:28Z, sensor3, 84, 91.24
2025-08-04T12:01:31Z, sensor1, 36, 10.26
2025-08-04T16:42:19Z, sensor1, 46, 8.59
2025-08-04T10:23:07Z, sensor1, 14, 2.56
2025-08-04T14:33:28Z, sensor1, 4, 16.07
2025-08-04T17:06:13Z, sensor2, 51, 36.51
2025-08-04T16:28:39Z, sensor2, 61, 39.22
2025-08-04T15:43:21Z, sensor2, 42, 24.39
2025-08-04T10:38:29Z, sensor3, 87, 94.89
2025-08-04T16:55:07Z, sensor1, 44, 23.17
2025-08-04T14:58:55Z, sensor3, 71, 72.99
2025-08-04T16:08:24Z, sensor1, 2, 5.99
2025-08-04T17:28:03Z, sensor3, 80, 86.52
2025-08-04T16:22:01Z, sensor3, 91, 81.26
2025-08-04T10:42:26Z, sensor2, 41, 41.32
2025-08-04T14:09:14Z, sensor2, 70, 42.85
2025-08-04T13:47:07Z, sensor3, 75, 97.39
2025-08-04T15:12:22Z, sensor3, 79, 86.16
2025-08-04T15:49:12Z, sensor1, 5, 12.56
2025-08-04T12:37:14Z, sensor1, 19, 9.07
2025-08-04T14:32:09Z, sensor1, 5, 11.42
2025-08-04T15:12:34Z, sensor3, 95, 72.67
2025-08-04T13:53:18Z, sensor2, 77, 61.86
2025-08-04T16:30:31Z, sensor2, 78, 43.42
2025-08-04T15:33:23Z, sensor2, 51, 30.34
2025-08-04T14:17:20Z, sensor3, 75, 78.84
2025-08-04T11:41:29Z, sensor3, 80, 70.51
2025-08-04T13:57:05Z, sensor2, 56, 74.24
2025-08-04T14:38:46Z, sensor1, 41, 8.83
2025-08-04T14:13:55Z, sensor1, 13, 4.87
2025-08-04T14:37:54Z, sensor3, 98, 72.35
2025-08-04T17:25:41Z, sensor3, 99, 95.54
2025-08-04T15:15:24Z, sensor3, 89, 92.63
2025-08-04T16:35:07Z, sensor3, 83, 74.36
2025-08-04T13:05:12Z, sensor3, 98, 79.83
2025-08-04T12:27:21Z, sensor3, 90, 81.66
2025-08-04T15:49:44Z, sensor1, 34, 20.41
2025-08-04T12:55:38Z, sensor3, 82, 94.45
2025-08-04T13:30:04Z, sensor1, 0, 1.74
2025-08-04T12:38:57Z, sensor3, 84, 90.07
2025-08-04T14:22:29Z, sensor1, 47, 16.54
2025-08-04T10:44:45Z, sensor2, 59, 72.98
2025-08-04T17:12:53Z, sensor2, 61, 40.57
2025-08-04T15:32:21Z, sensor2, 72, 49.52
2025-08-04T16:00:37Z, sensor2, 75, 70.23
2025-08-04T11:55:46Z, sensor1, 6, 12.87
2025-08-04T15:01:31Z, sensor2, 40, 49.93
2025-08-04T16:53:40Z, sensor3, 100, 80.51
2025-08-04T14:02:47Z, sensor1, 47, 1.78
2025-08-04T10:27:51Z, sensor2, 51, 30.09
2025-08-04T15:18:58Z, sensor1, 48, 3.31
2025-08-04T11:12:22Z, sensor2, 72, 34.44
2025-08-04T11:10:59Z, sensor3, 83, 75.9
2025-08-04T14:43:22Z, sensor2, 47, 56.03
2025-08-04T12:12:24Z, sensor1, 7, 10.68
2025-08-04T15:21:18Z, sensor3, 100, 93.0
2025-08-04T12:47:38Z, sensor3, 89, 92.87
2025-08-04T14:03:38Z, sensor1, 36, 20.33
2025-08-04T13:14:12Z, sensor2, 58, 29.24
2025-08-04T16:03:20Z, sensor1, 28, 19.06
2025-08-04T13:34:20Z, sensor3, 95, 75.56
2025-08-04T12:19:36Z, sensor2, 55, 24.68
2025-08-04T12:59:15Z, sensor2, 40, 66.98
2025-08-04T14:57:55Z, sensor3, 89, 81.85
2025-08-04T12:44:16Z, sensor3, 86, 87.95
2025-08-04T16:32:04Z, sensor2, 69, 53.81
2025-08-04T17:01:40Z, sensor3, 77, 93.78
2025-08-04T10:20:39Z, sensor2, 78, 29.1
2025-08-04T17:42:31Z, sensor2, 71, 30.66
2025-08-04T14:23:11Z, sensor2, 56, 73.72
2025-08-04T10:41:51Z, sensor1, 35, 15.46
2025-08-04T11:44:26Z, sensor1, 16, 11.22
2025-08-04T13:55:48Z, sensor2, 60, 47.94
2025-08-04T16:12:16Z, sensor2, 42, 64.62
2025-08-04T12:54:34Z, sensor3, 76, 74.93
2025-08-04T13:58:05Z, sensor1, 11, 17.6
2025-08-04T12:53:37Z, sensor3, 97, 98.99
2025-08-04T11:04:44Z, sensor1, 37, 12.73
2025-08-04T15:19:37Z, sensor2, 43, 47.1
2025-08-04T11:30:43Z, sensor3, 92, 77.54
2025-08-04T16:24:50Z, sensor3, 94, 86.24
2025-08-04T15:22:08Z, sensor2, 72, 72.38
2025-08-04T11:20:34Z, sensor2, 76, 71.24
2025-08-04T14:01:07Z, sensor1, 4, 16.74
2025-08-04T17:34:58Z, sensor1, 28, 4.57
2025-08-04T13:32:24Z, sensor1, 49, 5.19
2025-08-04T17:25:32Z, sensor3, 97, 93.93
2025-08-04T15:41:12Z, sensor1, 4, 7.87
2025-08-04T14:02:24Z, sensor1, 50, 22.28
2025-08-04T15:32:18Z, sensor2, 71, 24.85
2025-08-04T16:16:25Z, sensor2, 40, 30.84
2025-08-04T12:26:05Z, sensor2, 73, 50.67
2025-08-04T14:51:43Z, sensor1, 22, 16.74
2025-08-04T16:59:22Z, sensor1, 9, 12.13
2025-08-04T14:22:23Z, sensor1, 30, 3.94
2025-08-04T10:10:12Z, sensor2, 78, 57.89
2025-08-04T12:43:48Z, sensor2, 46, 56.74
2025-08-04T16:46:05Z, sensor1, 34, 18.62
2025-08-04T11:33:33Z, sensor1, 8, 13.39
2025-08-04T16:55:59Z, sensor3, 73, 82.95
2025-08-04T17:32:43Z, sensor3, 91, 72.81
2025-08-04T10:34:13Z, sensor1, 36, 8.52
2025-08-04T15:22:14Z, sensor1, 31, 2.92
2025-08-04T10:37:49Z, sensor2, 40, 20.77
2025-08-04T15:04:07Z, sensor1, 4, 13.3
2025-08-04T15:34:11Z, sensor1, 9, 6.44
2025-08-04T17:43:04Z, sensor1, 4, 19.01
2025-08-04T11:03:58Z, sensor2, 52, 38.97
2025-08-04T17:05:50Z, sensor1, 12, 4.11
2025-08-04T11:01:54Z, sensor2, 65, 58.13
2025-08-04T14:21:42Z, sensor1, 29, 7.71
2025-08-04T13:29:05Z, sensor2, 79, 37.14
2025-08-04T14:40:23Z, sensor3, 92, 93.35
2025-08-04T13:03:54Z, sensor3, 88, 85.71
2025-08-04T14:24:00Z, sensor3, 93, 73.3
2025-08-04T13:29:52Z, sensor2, 54, 32.69
2025-08-04T11:40:34Z, sensor2, 62, 57.7
2025-08-04T10:56:54Z, sensor3, 83, 84.16
2025-08-04T17:48:30Z, sensor2, 79, 25.7
2025-08-04T12:07:31Z, sensor3, 100, 76.12
2025-08-04T17:27:30Z, sensor1, 37, 3.71
2025-08-04T12:11:42Z, sensor3, 79, 74.97
2025-08-04T13:00:26Z, sensor2, 56, 45.34
2025-08-04T12:09:11Z, sensor3, 84, 70.29
2025-08-04T12:34:20Z, sensor2, 52, 74.62
2025-08-04T15:52:51Z, sensor3, 98, 95.12
2025-08-04T13:13:40Z, sensor3, 100, 79.98
2025-08-04T16:41:30Z, sensor2, 63, 60.96
2025-08-04T14:01:39Z, sensor1, 46, 2.55
2025-08-04T12:18:03Z, sensor1, 34, 11.07
2025-08-04T16:08:56Z, sensor2, 65, 31.71
2025-08-04T17:38:57Z, sensor2, 49, 55.24
2025-08-04T17:06:06Z, sensor2, 45, 40.62
2025-08-04T15:35:19Z, sensor3, 73, 78.18
2025-08-04T15:57:31Z, sensor1, 2, 15.66
2025-08-04T11:28:02Z, sensor2, 75, 43.03
2025-08-04T13:44:41Z, sensor3, 81, 85.15
2025-08-04T12:04:29Z, sensor1, 4, 23.38
2025-08-04T11:52:39Z, sensor1, 35, 5.36
2025-08-04T13:22:01Z, sensor2, 52, 27.45
2025-08-04T17:27:43Z, sensor3, 90, 97.12
2025-08-04T12:49:32Z, sensor2, 41, 32.09
2025-08-04T15:02:02Z, sensor1, 17, 7.0
2025-08-04T11:14:45Z, sensor2, 58, 52.5
2025-08-04T13:22:43Z, sensor2, 64, 44.55
2025-08-04T11:42:08Z, sensor1, 38, 4.18
2025-08-04T15:23:50Z, sensor1, 40, 0.24
2025-08-04T13:01:48Z, sensor3, 79, 71.03
2025-08-04T13:09:33Z, sensor3, 80, 77.34
2025-08-04T15:02:46Z, sensor2, 43, 51.83
2025-08-04T10:57:11Z, sensor1, 41, 10.22
2025-08-04T13:50:04Z, sensor3, 78, 71.49
2025-08-04T16:39:05Z, sensor2, 67, 63.05
2025-08-04T17:43:16Z, sensor3, 75, 73.56
2025-08-04T11:01:30Z, sensor2, 63, 72.17
2025-08-04T17:22:57Z, sensor2, 75, 28.36
2025-08-04T17:36:41Z, sensor1, 1, 19.3
2025-08-04T15:41:25Z, sensor3, 78, 93.14
2025-08-04T10:44:44Z, sensor3, 77, 90.42
2025-08-04T11:21:02Z, sensor3, 74, 77.17
2025-08-04T14:36:01Z, sensor2, 74, 71.22
2025-08-04T13:17:57Z, sensor2, 58, 65.23
2025-08-04T12:52:08Z, sensor1, 35, 8.19
2025-08-04T12:17:43Z, sensor2, 80, 70.88
2025-08-04T17:18:30Z, sensor2, 73, 39.38
2025-08-04T15:54:32Z, sensor1, 47, 23.59
2025-08-04T14:19:34Z, sensor2, 40, 71.43
2025-08-04T13:07:45Z, sensor3, 93, 79.04
2025-08-04T14:13:15Z, sensor3, 88, 73.9
2025-08-04T11:45:42Z, sensor1, 37, 13.04
2025-08-04T10:56:09Z, sensor1, 42, 9.13
2025-08-04T14:32:21Z, sensor1, 43, 8.05
2025-08-04T11:23:20Z, sensor2, 73, 42.47
2025-08-04T15:50:13Z, sensor1, 23, 23.33
2025-08-04T11:03:42Z, sensor2, 42, 24.65
2025-08-04T10:40:07Z, sensor2, 48, 65.58
2025-08-04T17:01:08Z, sensor2, 58, 60.51
2025-08-04T11:31:39Z, sensor1, 19, 11.89
2025-08-04T13:41:37Z, sensor1, 24, 23.58
2025-08-04T14:45:43Z, sensor3, 83, 78.7
2025-08-04T10:31:29Z, sensor3, 95, 70.26
2025-08-04T15:49:52Z, sensor3, 83, 82.26
2025-08-04T14:03:56Z, sensor2, 63, 59.13
2025-08-04T12:21:20Z, sensor3, 97, 89.05
2025-08-04T12:06:51Z, sensor1, 2, 7.02
2025-08-04T16:00:38Z, sensor3, 74, 72.03
2025-08-04T17:13:06Z, sensor3, 80, 89.39
2025-08-04T16:52:31Z, sensor3, 98, 99.87
2025-08-04T13:07:20Z, sensor3, 82, 78.4
2025-08-04T11:45:04Z, sensor3, 88, 99.34
2025-08-04T11:22:50Z, sensor3, 85, 80.06
2025-08-04T17:38:37Z, sensor2, 46, 60.35
2025-08-04T10:39:43Z, sensor1, 23, 16.66
2025-08-04T12:08:02Z, sensor2, 79, 68.64
2025-08-04T17:37:06Z, sensor2, 55, 66.6
2025-08-04T15:51:21Z, sensor3, 80, 86.41
2025-08-04T12:38:10Z, sensor2, 76, 59.68
2025-08-04T16:55:08Z, sensor1, 36, 5.49
2025-08-04T14:50:02Z, sensor3, 85, 81.76
2025-08-04T14:37:21Z, sensor1, 35, 24.14
2025-08-04T14:04:00Z, sensor1, 29, 3.47
2025-08-04T14:23:35Z, sensor1, 30, 21.1
2025-08-04T16:40:14Z, sensor2, 46, 32.79
2025-08-04T11:13:01Z, sensor1, 2, 16.59
2025-08-04T15:09:36Z, sensor3, 100, 83.18
2025-08-04T11:21:53Z, sensor3, 70, 71.85
2025-08-04T15:22:06Z, sensor1, 32, 6.58
2025-08-04T10:22:18Z, sensor2, 67, 25.76
2025-08-04T15:00:54Z, sensor3, 70, 91.42
2025-08-04T14:05:07Z, sensor1, 41, 8.27
2025-08-04T13:32:06Z, sensor1, 18, 8.48
2025-08-04T12:26:59Z, sensor3, 98, 90.04
2025-08-04T10:47:23Z, sensor1, 41, 20.45
2025-08-04T14:15:54Z, sensor3, 83, 97.79
2025-08-04T12:28:48Z, sensor2, 52, 67.1
2025-08-04T15:18:05Z, sensor1, 4, 10.47
2025-08-04T11:59:51Z, sensor2, 48, 20.03
2025-08-04T11:30:35Z, sensor3, 80, 87.56
2025-08-04T17:07:13Z, sensor2, 62, 73.01
2025-08-04T12:10:15Z, sensor2, 73, 35.04
2025-08-04T15:46:42Z, sensor2, 58, 68.3
2025-08-04T14:10:38Z, sensor2, 62, 53.94
2025-08-04T10:42:39Z, sensor3, 97, 84.38
2025-08-04T10:57:30Z, sensor2, 52, 61.51
2025-08-04T13:20:09Z, sensor1, 47, 18.18
2025-08-04T11:53:08Z, sensor1, 5, 18.97
2025-08-04T15:14:10Z, sensor3, 85, 85.47
2025-08-04T16:04:23Z, sensor1, 37, 17.9
2025-08-04T11:12:18Z, sensor1, 3, 14.67
2025-08-04T12:18:49Z, sensor3, 71, 96.87
2025-08-04T13:40:06Z, sensor2, 52, 41.62
2025-08-04T13:35:30Z, sensor3, 97, 87.53
2025-08-04T15:16:01Z, sensor3, 87, 96.66
2025-08-04T15:05:56Z, sensor3, 92, 89.33
2025-08-04T12:29:15Z, sensor2, 74, 28.05
2025-08-04T15:24:47Z, sensor2, 71, 31.37
2025-08-04T10:38:57Z, sensor3, 84, 92.69
2025-08-04T12:43:37Z, sensor1, 21, 7.49
2025-08-04T16:46:09Z, sensor3, 85, 91.6
2025-08-04T10:18:35Z, sensor1, 26, 15.26
2025-08-04T17:45:10Z, sensor1, 37, 5.07
2025-08-04T10:23:32Z, sensor3, 70, 94.13
2025-08-04T11:59:21Z, sensor3, 87, 91.71
2025-08-04T11:30:59Z, sensor2, 79, 72.1
2025-08-04T17:17:24Z, sensor1, 27, 18.55
2025-08-04T15:46:47Z, sensor3, 80, 95.22
2025-08-04T14:16:18Z, sensor3, 70, 93.25
2025-08-04T17:27:14Z, sensor2, 80, 52.77
2025-08-04T11:11:44Z, sensor3, 79, 88.6
2025-08-04T15:58:46Z, sensor2, 74, 38.64
2025-08-04T15:11:17Z, sensor3, 90, 78.73
2025-08-04T16:45:28Z, sensor3, 72, 75.94
2025-08-04T16:30:22Z, sensor3, 90, 83.13
2025-08-04T17:22:34Z, sensor1, 37, 15.47
2025-08-04T14:23:59Z, sensor2, 57, 49.98
2025-08-04T10:24:19Z, sensor1, 22, 8.76
2025-08-04T14:25:52Z, sensor1, 6, 19.25
2025-08-04T15:17:15Z, sensor3, 99, 76.92
2025-08-04T13:27:47Z, sensor1, 43, 24.24
2025-08-04T11:13:56Z, sensor3, 93, 98.83
2025-08-04T15:09:56Z, sensor1, 41, 16.97
2025-08-04T10:46:59Z, sensor1, 23, 20.17
2025-08-04T10:41:17Z, sensor2, 52, 70.75
2025-08-04T17:12:44Z, sensor2, 50, 34.53
2025-08-04T12:24:51Z, sensor3, 96, 72.64
2025-08-04T17:30:10Z, sensor3, 92, 93.26
2025-08-04T13:57:54Z, sensor2, 55, 52.55
2025-08-04T10:22:49Z, sensor3, 80, 71.16
2025-08-04T10:43:11Z, sensor3, 81, 82.4
2025-08-04T11:41:51Z, sensor1, 31, 9.97
2025-08-04T11:03:10Z, sensor2, 42, 44.26
2025-08-04T14:57:24Z, sensor3, 74, 90.01
2025-08-04T14:42:12Z, sensor2, 77, 39.43
2025-08-04T10:36:03Z, sensor2, 66, 46.34
2025-08-04T14:56:31Z, sensor3, 87, 81.68
2025-08-04T13:25:42Z, sensor1, 24, 7.24
2025-08-04T11:06:37Z, sensor2, 59, 58.1
2025-08-04T16:05:49Z, sensor1, 18, 8.03
2025-08-04T17:38:06Z, sensor3, 96, 83.89
2025-08-04T12:43:40Z, sensor1, 44, 20.85
2025-08-04T17:05:18Z, sensor2, 54, 28.98
2025-08-04T17:02:13Z, sensor2, 50, 35.74
2025-08-04T11:58:01Z, sensor3, 85, 76.35
2025-08-04T12:10:01Z, sensor3, 83, 76.48
2025-08-04T16:45:08Z, sensor3, 86, 91.18
2025-08-04T14:40:48Z, sensor1, 31, 1.37
2025-08-04T15:19:03Z, sensor3, 79, 84.28
2025-08-04T12:05:39Z, sensor2, 41, 48.27
2025-08-04T13:50:17Z, sensor1, 12, 24.21
2025-08-04T13:29:48Z, sensor2, 45, 74.39
2025-08-04T10:05:16Z, sensor3, 91, 85.15
2025-08-04T16:15:45Z, sensor1, 40, 15.63
2025-08-04T14:18:15Z, sensor3, 74, 91.96
2025-08-04T12:45:04Z, sensor1, 18, 21.78
2025-08-04T10:52:19Z, sensor2, 55, 61.29
2025-08-04T17:02:29Z, sensor2, 44, 40.52
2025-08-04T13:54:54Z, sensor2, 74, 56.12
2025-08-04T16:28:56Z, sensor2, 79, 43.26
2025-08-04T15:02:15Z, sensor2, 49, 57.09
2025-08-04T13:29:32Z, sensor3, 83, 83.27
2025-08-04T10:27:42Z, sensor1, 31, 15.48
2025-08-04T17:14:49Z, sensor3, 88, 88.76
2025-08-04T11:23:50Z, sensor2, 59, 28.95
2025-08-04T12:54:16Z, sensor2, 56, 31.28
2025-08-04T12:21:10Z, sensor2, 74, 24.08
2025-08-04T13:32:09Z, sensor3, 93, 93.33
2025-08-04T10:00:32Z, sensor1, 32, 13.01
2025-08-04T15:58:46Z, sensor2, 73, 32.15
2025-08-04T13:09:50Z, sensor1, 43, 14.12
2025-08-04T17:00:16Z, sensor3, 100, 94.44
2025-08-04T11:37:16Z, sensor3, 99, 94.5
2025-08-04T10:50:02Z, sensor1, 50, 6.16
2025-08-04T15:14:22Z, sensor1, 27, 7.95
2025-08-04T17:05:13Z, sensor2, 67, 64.62
2025-08-04T15:22:04Z, sensor3, 82, 93.98
2025-08-04T12:14:49Z, sensor1, 25, 12.84
2025-08-04T14:05:34Z, sensor2, 75, 62.95
2025-08-04T15:56:14Z, sensor2, 63, 38.54
2025-08-04T16:59:33Z, sensor2, 64, 35.59
2025-08-04T16:10:41Z, sensor1, 30, 2.65
2025-08-04T17:44:43Z, sensor3, 100, 94.59
2025-08-04T15:39:34Z, sensor3, 92, 77.16
2025-08-04T10:20:34Z, sensor3, 75, 73.14
2025-08-04T10:34:15Z, sensor1, 45, 4.21
2025-08-04T15:22:02Z, sensor3, 98, 89.71
2025-08-04T15:26:16Z, sensor3, 71, 84.95
2025-08-04T16:47:42Z, sensor3, 72, 98.36
2025-08-04T15:25:37Z, sensor2, 40, 22.48
2025-08-04T17:35:22Z, sensor1, 47, 9.52
2025-08-04T10:09:10Z, sensor3, 98, 82.18
2025-08-04T12:21:47Z, sensor2, 79, 56.78
2025-08-04T13:45:34Z, sensor3, 81, 72.75
2025-08-04T13:47:42Z, sensor2, 56, 56.76
2025-08-04T11:36:54Z, sensor2, 44, 39.17
2025-08-04T16:51:12Z, sensor3, 85, 75.59
2025-08-04T15:03:43Z, sensor2, 62, 39.74
2025-08-04T12:04:00Z, sensor3, 71, 79.27
2025-08-04T12:40:14Z, sensor1, 22, 2.83
2025-08-04T15:48:33Z, sensor2, 48, 37.77
2025-08-04T11:49:39Z, sensor2, 71, 66.27
2025-08-04T14:30:44Z, sensor1, 38, 9.04
2025-08-04T11:23:59Z, sensor3, 76, 98.62
2025-08-04T13:15:54Z, sensor1, 38, 1.39
2025-08-04T13:10:01Z, sensor2, 67, 34.76
2025-08-04T11:40:20Z, sensor3, 98, 86.12
2025-08-04T12:57:04Z, sensor3, 71, 78.41
2025-08-04T13:33:46Z, sensor2, 67, 38.58
2025-08-04T15:25:50Z, sensor2, 48, 64.44
2025-08-04T15:53:12Z, sensor3, 79, 77.18
2025-08-04T10:31:51Z, sensor3, 75, 81.37
2025-08-04T17:40:27Z, sensor3, 88, 76.33
2025-08-04T16:06:41Z, sensor3, 91, 97.48
2025-08-04T14:24:35Z, sensor3, 79, 92.91
2025-08-04T10:19:30Z, sensor2, 69, 49.37
2025-08-04T10:27:22Z, sensor2, 70, 58.62
2025-08-04T11:56:58Z, sensor2, 55, 24.65
2025-08-04T10:33:42Z, sensor1, 6, 24.91
2025-08-04T17:47:15Z, sensor1, 11, 23.36
2025-08-04T17:10:44Z, sensor2, 74, 73.63
2025-08-04T16:08:26Z, sensor2, 68, 66.54
2025-08-04T12:33:01Z, sensor3, 92, 95.84
2025-08-04T10:24:35Z, sensor2, 66, 54.95
2025-08-04T13:42:55Z, sensor2, 61, 24.03
2025-08-04T16:31:09Z, sensor3, 99, 89.09
2025-08-04T12:04:51Z, sensor2, 50, 48.42
2025-08-04T16:57:25Z, sensor1, 10, 22.88
2025-08-04T11:28:29Z, sensor2, 70, 32.6
2025-08-04T15:54:37Z, sensor3, 76, 90.64
2025-08-04T14:58:21Z, sensor1, 41, 1.13
2025-08-04T12:06:29Z, sensor3, 81, 71.3
2025-08-04T12:39:16Z, sensor2, 77, 23.6
2025-08-04T15:47:16Z, sensor2, 74, 68.97
2025-08-04T13:17:10Z, sensor2, 51, 67.13
2025-08-04T16:47:47Z, sensor1, 37, 19.73
2025-08-04T15:33:16Z, sensor1, 6, 17.08
2025-08-04T13:21:41Z, sensor1, 24, 9.96
2025-08-04T12:03:14Z, sensor2, 77, 53.86
2025-08-04T15:38:01Z, sensor2, 49, 20.45
2025-08-04T13:44:05Z, sensor3, 96, 73.08
2025-08-04T16:09:00Z, sensor1, 38, 19.74
2025-08-04T11:46:44Z, sensor2, 72, 29.18
2025-08-04T15:08:37Z, sensor1, 47, 16.21
2025-08-04T10:50:40Z, sensor1, 28, 11.17
2025-08-04T14:40:55Z, sensor2, 78, 22.89
2025-08-04T14:34:04Z, sensor2, 72, 21.72
2025-08-04T15:40:34Z, sensor3, 76, 77.53
2025-08-04T12:38:36Z, sensor2, 46, 46.22
2025-08-04T17:42:28Z, sensor1, 46, 1.18
2025-08-04T11:39:01Z, sensor2, 74, 30.15
2025-08-04T11:41:45Z, sensor3, 74, 78.33
2025-08-04T16:23:43Z, sensor2, 75, 64.4
2025-08-04T14:29:16Z, sensor3, 86, 83.02
2025-08-04T11:02:01Z, sensor3, 89, 78.05
2025-08-04T16:29:10Z, sensor1, 29, 23.76
2025-08-04T17:22:32Z, sensor3, 78, 72.67
2025-08-04T10:41:25Z, sensor1, 6, 17.06
2025-08-04T12:32:01Z, sensor2, 41, 36.65
2025-08-04T11:28:15Z, sensor2, 46, 49.03
2025-08-04T11:02:47Z, sensor1, 43, 2.3
2025-08-04T13:17:28Z, sensor1, 23, 7.28
2025-08-04T10:28:02Z, sensor1, 29, 12.4
2025-08-04T14:49:18Z, sensor1, 13, 13.73
2025-08-04T14:45:57Z, sensor3, 75, 86.08
2025-08-04T11:38:46Z, sensor1, 39, 14.77
2025-08-04T10:19:58Z, sensor1, 19, 1.19
2025-08-04T10:22:21Z, sensor2, 48, 71.35
2025-08-04T15:45:51Z, sensor1, 39, 2.24
2025-08-04T17:08:53Z, sensor3, 74, 70.35
2025-08-04T10:30:27Z, sensor2, 48, 68.19
2025-08-04T17:47:58Z, sensor1, 36, 2.17
2025-08-04T11:37:22Z, sensor2, 47, 28.04
2025-08-04T15:39:50Z, sensor2, 64, 28.33
2025-08-04T17:05:50Z, sensor2, 79, 59.86
2025-08-04T14:14:33Z, sensor2, 47, 31.87
2025-08-04T15:21:39Z, sensor2, 60, 63.34
2025-08-04T17:13:03Z, sensor1, 21, 2.9
2025-08-04T12:31:48Z, sensor2, 72, 69.8
2025-08-04T12:10:17Z, sensor1, 10, 6.24
2025-08-04T15:23:14Z, sensor2, 67, 49.65
2025-08-04T12:26:07Z, sensor1, 8, 15.5
2025-08-04T13:52:58Z, sensor2, 50, 74.14
2025-08-04T15:53:12Z, sensor3, 85, 74.8
2025-08-04T11:45:00Z, sensor3, 83, 74.5
2025-08-04T11:13:25Z, sensor2, 80, 67.11
2025-08-04T16:12:16Z, sensor1, 50, 8.36
2025-08-04T11:00:19Z, sensor1, 20, 7.09
2025-08-04T17:43:43Z, sensor3, 99, 92.76
2025-08-04T16:07:10Z, sensor3, 73, 89.71
2025-08-04T17:38:13Z, sensor2, 70, 44.65
2025-08-04T10:22:15Z, sensor2, 65, 49.36
2025-08-04T11:01:35Z, sensor2, 57, 74.85
2025-08-04T16:21:26Z, sensor1, 42, 0.38
2025-08-04T10:28:51Z, sensor3, 96, 80.69
2025-08-04T11:10:56Z, sensor3, 95, 97.5
2025-08-04T10:50:19Z, sensor2, 62, 64.16
2025-08-04T12:50:53Z, sensor1, 36, 7.07
2025-08-04T16:12:42Z, sensor1, 22, 17.74
2025-08-04T12:23:59Z, sensor2, 71, 21.8
2025-08-04T12:42:32Z, sensor1, 24, 21.43
2025-08-04T12:46:22Z, sensor2, 52, 55.32
2025-08-04T12:28:35Z, sensor3, 74, 94.91
2025-08-04T14:57:46Z, sensor2, 56, 36.34
2025-08-04T11:41:15Z, sensor3, 87, 92.54
2025-08-04T14:44:28Z, sensor2, 58, 62.18
2025-08-04T14:36:10Z, sensor3, 74, 75.3
2025-08-04T12:24:14Z, sensor1, 6, 1.99
